sheep.n.01	cattle.n.01	4.77
purse.n.03	bag.n.01	8.33
ceiling.n.01	cathedral.n.01	2.42
bean.n.01	coffee.n.01	5.15
wood.n.01	paper.n.01	2.88
top.n.02	side.n.04	1.9
crime.n.01	fraud.n.01	5.65
pain.n.02	injury.n.01	5.38
lover.n.01	companion.n.01	5.97
evening.n.01	twilight.n.01	7.78
father.n.01	daughter.n.01	2.62
wine.n.01	liquor.n.01	7.85
cow.n.01	goat.n.01	2.93
belief.n.01	opinion.n.01	7.7
world.n.03	illusion.n.01	1.42
treaty.n.01	agreement.n.01	9.02
wealth.n.01	poverty.n.01	1.27
accident.n.01	emergency.n.01	4.93
battle.n.01	conquest.n.01	7.22
friend.n.01	teacher.n.01	2.62
illness.n.01	infection.n.01	6.9
game.n.03	antic.n.01	2.32
brother.n.01	son.n.01	3.48
aunt.n.01	nephew.n.01	3.1
worker.n.01	machinist.n.01	4.92
doctor.n.03	orthodontist.n.01	5.58
oak.n.01	maple.n.01	6.03
bee.n.01	queen.n.01	3.27
car.n.01	bicycle.n.01	3.47
goal.n.01	pursuit.n.02	5.83
august.n.01	calendar_month.n.01	5.53
army.n.01	team.n.01	5.08
cloud.n.02	weather.n.01	4.87
doctor.n.01	doctor_of_the_church.n.01	8.88
canyon.n.01	valley.n.01	6.75
river.n.01	valley.n.01	1.67
sun.n.01	sky.n.01	2.27
target.n.01	arrow.n.01	3.25
cocoa.n.01	pie.n.01	2.27
context.n.02	situation.n.01	7.85
impression.n.01	option.n.02	5.43
rhythm.n.04	tune.n.01	6.12
intestine.n.01	nerve.n.01	4.93
day.n.01	dawn.n.01	5.47
cattle.n.01	beef.n.01	7.03
doctor.n.01	professor.n.01	4.65
arm.n.01	vein.n.01	3.65
room.n.01	bathroom.n.01	3.33
corporation.n.01	business.n.01	9.02
fun.n.01	football.n.01	1.97
hill.n.01	cliff.n.01	4.28
bone.n.01	ankle.n.01	3.82
apple.n.01	candy.n.01	2.08
assistant.n.01	maid.n.01	5.58
leader.n.01	director.n.01	7.27
lemon.n.01	tea.n.01	1.6
bee.n.01	ant.n.01	2.78
basketball.n.01	baseball.n.01	4.92
rice.n.01	bean.n.01	2.72
bed.n.01	furniture.n.01	6.08
emotion.n.01	passion.n.01	7.72
anarchy.n.01	chaos.n.01	7.93
crime.n.01	misdemeanor.n.01	7.12
machine.n.01	engine.n.01	5.58
beach.n.01	sea.n.01	4.68
alley.n.01	stadium.n.01	1.53
jar.n.01	bottle.n.01	7.83
military_capability.n.01	capability.n.01	5.28
source.n.03	mustard.n.03	3.48
guitar.n.01	drum.n.01	3.78
impression.n.01	idea.n.01	5.7
north.n.03	west.n.02	3.63
diet.n.01	salad.n.01	2.98
mother.n.01	wife.n.01	3.02
dad.n.01	mother.n.01	3.55
master.n.07	sailor.n.01	5.0
meter.n.01	yard.n.01	5.6
beer.n.01	champagne.n.01	4.45
motor.n.01	boat.n.01	2.57
card.n.01	bridge.n.03	1.97
science.n.01	psychology.n.01	4.92
sinner.n.01	ideal.n.02	1.6
destruction.n.01	construction.n.01	0.98
crowd.n.01	crowd.n.02	7.42
beach.n.01	reef.n.01	3.77
man.n.01	child.n.01	4.13
bread.n.01	cheese.n.01	1.95
champion.n.01	winner.n.01	8.73
celebration.n.01	ceremony.n.01	7.72
menu.n.01	decree.n.01	3.62
king.n.01	princess.n.01	3.27
wealth.n.01	prestige.n.01	6.07
endurance.n.01	strength.n.01	6.58
danger.n.03	menace.n.01	8.78
god.n.01	priest.n.01	4.5
work_force.n.01	fraternity.n.01	3.13
buddy.n.01	companion.n.01	8.65
teacher.n.01	assistant.n.01	4.28
torso.n.01	stomach.n.01	3.93
tongue.n.01	throat.n.01	3.1
house.n.01	rug.n.01	1.38
intelligence.n.01	skill.n.01	5.35
journey.n.01	conquest.n.02	4.72
god.n.01	prey.n.01	1.23
brother.n.01	person.n.01	0.97
adversary.n.01	opposition.n.04	9.05
death.n.01	calamity.n.01	4.13
monster.n.01	devil.n.02	6.95
day.n.04	morning.n.01	4.87
man.n.01	victor.n.01	1.9
friend.n.01	guy.n.01	3.88
song.n.01	narrative.n.01	3.97
beam.n.04	sunlight.n.01	6.83
guy.n.02	stud.n.05	5.83
chicken.n.01	rice.n.01	1.43
box.n.01	elevator.n.01	1.32
butter.n.01	potato.n.01	1.22
apartment.n.01	furniture.n.01	1.28
lake.n.01	swamp.n.01	4.92
salad.n.01	vinegar.n.01	1.13
flower.n.02	bulb.n.01	4.48
cloud.n.01	mist.n.01	6.67
driver.n.02	pilot.n.01	6.28
sugar.n.01	honey.n.01	5.13
torso.n.01	shoulder.n.01	2.88
idea.n.01	image.n.01	3.55
father.n.01	brother.n.01	4.2
moon.n.01	planet.n.01	5.87
ball.n.01	costume.n.01	2.32
railing.n.01	fence.n.01	5.22
room.n.01	bed.n.01	2.35
flower.n.01	shrub.n.01	4.25
bone.n.01	knee.n.01	4.17
sleeve.n.01	knee.n.03	2.75
bottom.n.01	side.n.04	2.63
vessel.n.01	vein.n.01	5.15
cat.n.01	rabbit.n.01	2.37
meat.n.01	sandwich.n.01	2.35
belief.n.01	concept.n.01	5.08
intelligence.n.01	insight.n.03	5.9
care.n.01	pastime.n.01	7.22
position.n.04	assurance.n.01	4.35
right.n.07	justice.n.01	7.05
argumentation.n.02	agreement.n.04	1.45
depth.n.01	magnitude.n.01	6.12
medium.n.01	news.n.02	3.65
achiever.n.01	campaigner.n.01	2.78
birthday.n.02	date.n.01	5.08
fee.n.01	payment.n.01	7.15
bible.n.01	hymn.n.01	5.15
exit.n.01	doorway.n.01	5.5
man.n.01	lookout.n.01	3.25
aisle.n.02	hallway.n.01	6.35
whiskey.n.01	gin.n.01	6.28
blood.n.01	kernel.n.03	3.4
oil.n.02	mink.n.03	1.23
floor.n.01	deck.n.01	5.55
ceiling.n.03	floor.n.03	2.62
door.n.01	floor.n.02	1.67
shoulder.n.01	head.n.01	3.42
wagon.n.01	carriage.n.02	7.7
car.n.02	passenger_car.n.01	5.13
elbow.n.01	ankle.n.01	3.13
wealth.n.01	fame.n.01	4.02
sorrow.n.02	shame.n.01	4.77
administration.n.02	management.n.02	7.25
communication.n.02	conversation.n.01	8.02
pollution.n.01	atmosphere.n.01	4.25
anatomy.n.01	biology.n.01	5.33
college.n.01	profession.n.01	3.12
record.n.05	subject.n.01	2.07
formula.n.01	equation.n.01	7.95
record.n.05	information.n.01	5.0
son.n.01	spouse.n.01	1.9
sky.n.01	universe.n.01	4.68
population.n.01	people.n.01	7.68
college.n.01	class.n.03	4.13
head.n.04	mayor.n.01	4.85
rabbi.n.01	curate.n.01	7.62
meter.n.01	inch.n.01	5.08
polyester.n.03	cotton.n.02	5.63
lawyer.n.01	banker.n.01	1.88
violin.n.01	musical_instrument.n.01	6.58
camp.n.01	cabin.n.02	4.2
pot.n.01	appliance.n.01	2.53
linen.n.01	fabric.n.01	7.47
whiskey.n.01	champagne.n.01	5.33
daughter.n.01	child.n.02	5.38
bungalow.n.01	cabin.n.02	7.72
bird.n.01	hen.n.01	7.03
racket.n.01	noise.n.01	8.1
sunset.n.01	evening.n.01	5.98
drizzle.n.01	rain.n.01	9.17
adult.n.01	baby.n.01	2.22
charcoal.n.01	coal.n.01	7.63
torso.n.01	spinal_column.n.01	4.78
head.n.01	nail.n.01	2.47
log.n.01	lumber.n.01	8.05
spoon.n.01	cup.n.01	2.02
torso.n.01	nerve.n.01	3.13
man.n.01	husband.n.01	5.32
bone.n.01	neck.n.01	2.53
frustration.n.01	anger.n.01	6.5
river.n.01	sea.n.01	5.72
undertaking.n.01	job.n.02	8.87
club.n.02	society.n.01	5.23
reflection.n.05	picture.n.01	7.27
prince.n.01	king.n.01	5.92
snow.n.01	weather.n.01	5.48
people.n.01	party.n.02	2.2
son.n.01	brother.n.01	6.67
ancestor.n.01	grass.n.01	3.55
brow.n.01	eye.n.01	3.82
money.n.01	drop.n.01	2.1
money.n.02	diamond.n.02	3.42
vehicle.n.01	bus.n.01	6.47
cab.n.03	bus.n.01	5.6
house.n.01	barn.n.01	4.33
finger.n.01	palm.n.01	3.33
car.n.01	bridge.n.02	0.95
effort.n.02	trouble.n.04	4.45
fact.n.01	insight.n.03	4.77
job.n.05	management.n.01	3.97
cancer.n.01	illness.n.01	7.93
word.n.01	newspaper.n.02	2.47
composer.n.01	writer.n.01	6.58
actor.n.01	singer.n.01	4.52
shelter.n.01	hut.n.01	6.47
toilet.n.01	kitchen.n.01	3.1
cabin.n.01	hut.n.01	6.53
door.n.01	kitchen.n.01	1.67
value.n.01	belief.n.01	7.07
wisdom.n.03	intelligence.n.01	7.47
ignorance.n.01	intelligence.n.01	1.5
happiness.n.02	fortune.n.04	2.38
idea.n.01	scheme.n.01	6.75
temper.n.02	emotion.n.01	8.12
happiness.n.02	peace.n.03	6.03
despair.n.01	misery.n.01	7.22
logic.n.01	arithmetic.n.01	3.97
denial.n.02	confession.n.01	1.03
argumentation.n.02	criticism.n.02	5.08
aggression.n.01	hostility.n.01	8.48
craze.n.02	confusion.n.02	6.33
chemistry.n.01	hypothesis.n.02	3.17
trial.n.04	verdict.n.01	3.33
comfort.n.01	safety.n.01	5.8
assurance.n.01	self.n.01	3.12
vision.n.03	perception.n.03	6.88
era.n.01	decade.n.01	5.4
biography.n.01	fiction.n.01	1.38
discussion.n.02	argument.n.03	5.48
code.n.03	symbol.n.01	6.03
danger.n.01	disease.n.01	3.0
accident.n.01	calamity.n.01	5.9
journey.n.01	trip.n.01	8.88
activity.n.01	motion.n.06	7.15
chitchat.n.01	news.n.02	5.22
father.n.06	god.n.01	3.57
action.n.01	course.n.04	5.45
fever.n.02	illness.n.01	7.65
air_travel.n.01	flight.n.02	8.18
game.n.01	action.n.01	4.85
atom.n.02	air.n.01	3.05
family.n.01	state.n.04	2.58
bible.n.01	literature.n.01	4.77
adult.n.01	defender.n.01	6.9
newspaper.n.02	data.n.01	5.65
communication.n.02	television.n.01	5.6
cousin.n.01	uncle.n.01	4.63
writer.n.01	reader.n.01	1.6
guy.n.01	spouse.n.01	3.57
area.n.05	corner.n.03	2.07
ballad.n.01	song.n.01	7.53
wall.n.01	decoration.n.01	2.62
word.n.01	page.n.01	2.92
nurse.n.01	scientist.n.01	2.08
politician.n.02	president.n.01	7.38
president.n.01	mayor.n.01	5.68
bible.n.01	essay.n.01	4.72
man.n.01	warrior.n.01	4.72
article.n.01	journal.n.04	6.18
breakfast.n.01	supper.n.01	4.4
crowd.n.01	parade.n.01	3.93
aisle.n.02	hallway.n.01	6.75
teacher.n.01	rabbi.n.01	4.37
hip.n.01	lip.n.01	1.43
book.n.01	article.n.01	5.43
room.n.01	cell.n.02	4.58
box.n.02	booth.n.02	3.8
daughter.n.01	child.n.02	4.17
limb.n.01	leg.n.01	6.9
liver.n.01	lung.n.01	2.7
classroom.n.01	hallway.n.01	2.0
mountain.n.01	ledge.n.01	3.73
car.n.01	elevator.n.01	1.03
bed.n.01	sofa.n.01	3.42
apparel.n.01	push_button.n.01	2.3
apparel.n.01	coat.n.01	5.35
kidney.n.01	organ.n.01	6.17
apple.n.01	sauce.n.01	1.43
chicken.n.01	steak.n.01	3.73
car.n.01	hosiery.n.01	0.87
tobacco.n.01	cigarette.n.01	7.5
scholar.n.01	professor.n.01	1.95
baby.n.01	daughter.n.01	5.0
pipe.n.02	cigar.n.01	6.03
milk.n.01	juice.n.01	4.05
box.n.01	cigar.n.01	1.25
apartment.n.01	hotel.n.01	3.33
cup.n.03	cone.n.02	3.17
horse.n.01	ox.n.01	3.02
throat.n.02	nozzle.n.01	2.8
bone.n.01	tooth.n.01	4.17
bone.n.01	elbow.n.01	3.78
bacon.n.01	bean.n.01	1.22
cup.n.01	jar.n.01	5.13
proof.n.01	fact.n.01	7.3
appointment.n.01	employment.n.03	6.75
birthday.n.01	year.n.01	1.67
discussion.n.02	clue.n.02	2.53
generator.n.03	creator.n.02	8.02
atom.n.02	carbon.n.01	3.1
archbishop.n.01	bishop.n.01	7.05
letter.n.01	paragraph.n.01	4.0
page.n.01	paragraph.n.01	3.03
steeple.n.01	chapel.n.01	7.08
muscle.n.02	bone.n.01	3.65
muscle.n.01	tongue.n.01	5.0
male_child.n.01	soldier.n.01	2.15
belly.n.02	abdomen.n.01	8.13
guy.n.01	girl.n.01	3.33
bed.n.01	chair.n.01	3.5
apparel.n.01	jacket.n.01	5.15
gun.n.01	knife.n.02	3.65
tin.n.01	metallic_element.n.01	5.63
bottle.n.01	container.n.01	7.93
hen.n.01	turkey.n.01	6.13
meat.n.01	bread.n.01	1.67
arm.n.01	bone.n.01	3.83
neck.n.01	spinal_column.n.01	5.32
apple.n.01	lemon.n.01	4.05
agony.n.02	grief.n.02	7.63
assignment.n.01	job.n.02	8.7
night.n.01	dawn.n.01	2.95
dinner.n.01	soup.n.01	3.72
calf.n.01	bull.n.01	4.93
snow.n.01	storm.n.01	4.8
nail.n.01	hand.n.01	3.42
dog.n.01	horse.n.01	2.38
arm.n.01	neck.n.01	1.58
ball.n.01	baseball_glove.n.01	1.75
influenza.n.01	fever.n.02	6.08
fee.n.01	wage.n.01	3.72
nerve.n.01	brain.n.01	3.88
beast.n.02	animal.n.01	7.83
dinner.n.01	chicken.n.01	2.85
girl.n.01	maid.n.02	2.93
child.n.02	son.n.01	5.75
alcohol.n.01	wine.n.01	7.42
nose.n.01	mouth.n.01	3.73
street.n.01	car.n.01	2.38
bell.n.01	door.n.01	2.2
box.n.01	hat.n.01	1.3
belief.n.01	impression.n.01	5.95
bias.n.01	impression.n.01	5.6
attention.n.01	awareness.n.01	8.73
anger.n.01	temper.n.02	4.1
elegance.n.01	dash.n.01	5.72
beauty.n.01	age.n.01	1.58
bible.n.01	composition.n.08	2.58
friend.n.01	mother.n.01	2.53
vitamin.n.01	iron.n.01	5.55
car.n.01	factory.n.01	2.75
treaty.n.01	condition.n.02	2.45
chapter.n.01	choice.n.02	0.48
arithmetic.n.01	rhythm.n.04	2.35
achiever.n.01	presence.n.02	1.08
belief.n.01	flower.n.01	0.4
achiever.n.01	goal.n.01	3.23
antic.n.01	size.n.01	0.48
choice.n.02	vein.n.02	0.98
hymn.n.01	conquest.n.01	0.68
survival.n.01	set.n.05	0.4
jail.n.01	choice.n.02	1.08
condition.n.01	male_child.n.01	0.48
flower.n.01	survival.n.01	0.4
hole.n.01	agreement.n.02	0.3
doctor.n.01	temper.n.02	0.48
brotherhood.n.02	door.n.01	0.68
undertaking.n.01	woman.n.01	0.68
brotherhood.n.02	baseball.n.01	0.88
cent.n.01	size.n.01	0.4
presence.n.04	door.n.03	0.48
mouse.n.01	management.n.01	0.48
undertaking.n.01	highway.n.01	0.48
liquor.n.01	century.n.01	0.4
undertaking.n.01	straw.n.01	0.68
island.n.01	undertaking.n.01	0.3
night.n.01	chapter.n.02	0.48
pollution.n.01	president.n.01	0.68
gun.n.01	antic.n.01	0.48
bath.n.02	trick.n.01	0.58
diet.n.01	apple.n.01	1.18
cent.n.01	wife.n.01	0.58
chapter.n.02	fag_end.n.01	0.3
course.n.01	stomach.n.01	0.58
hymn.n.01	straw.n.01	0.4
dentist.n.01	colonel.n.01	0.4
wife.n.01	straw.n.01	0.4
hole.n.02	wife.n.01	0.68
student.n.01	president.n.01	0.78
bathtub.n.01	wife.n.01	0.48
people.n.01	cent.n.01	0.48
formula.n.01	logarithm.n.01	1.77
woman.n.01	fur.n.01	0.58
apple.n.01	sunlight.n.01	0.58
gun.n.01	dawn.n.01	1.18
meal.n.01	waist.n.01	0.98
camera.n.01	president.n.01	0.48
liquor.n.01	set.n.05	0.68
stomach.n.01	vein.n.01	2.35
gun.n.01	fur.n.01	0.3
sofa.n.01	baseball.n.02	0.88
worker.n.01	camera.n.01	0.68
deck.n.01	mouse.n.01	0.48
rice.n.02	male_child.n.01	0.4
people.n.01	gun.n.01	0.68
cliff.n.01	buttocks.n.01	0.3
ankle.n.01	window.n.01	0.3
princess.n.01	island.n.01	0.3
container.n.01	mouse.n.01	0.3
wagon.n.01	container.n.01	2.65
people.n.01	balloon.n.01	0.48
dollar.n.01	people.n.01	0.4
bathtub.n.01	balloon.n.01	0.4
stomach.n.01	bedroom.n.01	0.4
bicycle.n.01	bedroom.n.01	0.4
log.n.01	bathtub.n.01	0.4
bowl.n.02	tail.n.03	0.48
